,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
20880,F,216000.0,4,4,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,-40.0,1,1.0
16990,F,216000.0,4,4,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,-29.0,1,1.0
16624,F,216000.0,4,4,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,-28.0,1,1.0
18005,F,216000.0,4,4,Single / not married,House / apartment,-17937,-3054,0,0,0,Medicine staff,-28.0,1,1.0
10476,F,225000.0,0,1,Married,House / apartment,-15720,-2569,0,1,0,Managers,-11.0,1,2.0
23229,F,225000.0,0,1,Married,House / apartment,-15720,-2569,0,1,0,Managers,-11.0,1,2.0
21638,F,225000.0,0,1,Married,House / apartment,-14100,-3623,0,0,0,Private service staff,-46.0,2,0.0
22345,F,225000.0,0,1,Married,House / apartment,-14100,-3623,0,0,0,Private service staff,-6.0,2,2.0
19221,F,225000.0,0,1,Married,House / apartment,-13011,-1953,0,0,0,Sales staff,-9.0,1,1.0
7027,F,225000.0,0,1,Married,House / apartment,-13011,-1953,0,0,0,Sales staff,-7.0,1,1.0
9771,F,225000.0,0,1,Married,House / apartment,-10559,-429,1,1,0,Drivers,-12.0,0,2.0
13826,F,225000.0,0,1,Married,House / apartment,-10457,-979,0,0,0,none,-11.0,2,2.0
9728,F,225000.0,0,1,Married,House / apartment,-9850,-246,0,0,0,none,-13.0,1,2.0
20495,F,225000.0,0,1,Single / not married,House / apartment,-20470,-9269,0,0,0,Core staff,-17.0,1,2.0
14153,F,225000.0,0,1,Single / not married,House / apartment,-20470,-9269,0,0,0,Core staff,-12.0,1,0.0
17259,F,225000.0,0,1,Single / not married,House / apartment,-17031,-642,0,0,0,Core staff,-2.0,1,1.0
21217,F,225000.0,0,1,Single / not married,House / apartment,-15926,-3327,0,0,0,none,-51.0,1,1.0
19967,F,225000.0,0,1,Single / not married,House / apartment,-13941,-2988,0,1,0,Accountants,-37.0,1,1.0
11118,F,225000.0,0,1,Single / not married,With parents,-9690,-1193,0,0,0,Core staff,-29.0,2,2.0
22037,F,225000.0,0,2,Married,With parents,-10159,-1204,0,0,0,Accountants,-14.0,1,2.0
6962,F,225000.0,0,4,Civil marriage,House / apartment,-19488,-3119,1,0,0,Sales staff,-4.0,0,1.0
22745,F,225000.0,0,4,Civil marriage,House / apartment,-19488,-3119,1,0,0,Sales staff,-4.0,0,0.0
11763,F,225000.0,0,4,Civil marriage,House / apartment,-14511,-193,0,0,0,none,-4.0,1,2.0
16029,F,225000.0,0,4,Civil marriage,House / apartment,-13046,-671,0,0,0,none,-51.0,1,0.0
9522,F,225000.0,0,4,Civil marriage,House / apartment,-13046,-671,0,0,0,none,-40.0,1,2.0
13084,F,225000.0,0,4,Civil marriage,With parents,-16314,-1040,1,0,0,High skill tech staff,-56.0,1,0.0
17882,F,225000.0,0,4,Civil marriage,With parents,-16314,-1040,1,0,0,High skill tech staff,-40.0,1,0.0
23297,F,225000.0,0,4,Married,House / apartment,-15355,-3999,0,1,0,Sales staff,-43.0,0,2.0
13754,F,225000.0,0,4,Married,House / apartment,-14058,-3694,0,0,0,Realty agents,-4.0,1,1.0
18238,F,225000.0,0,4,Married,House / apartment,-13926,-500,0,0,0,Sales staff,-34.0,1,2.0
17203,F,225000.0,0,4,Married,House / apartment,-13926,-500,0,0,0,Sales staff,-8.0,1,2.0
17337,F,225000.0,0,4,Married,House / apartment,-12325,-187,0,0,0,Core staff,-26.0,1,1.0
24845,F,225000.0,1,1,Married,House / apartment,-23868,0,0,0,0,none,-31.0,1,0.0
24572,F,225000.0,1,1,Married,House / apartment,-23868,0,0,0,0,none,-24.0,1,0.0
20722,F,225000.0,1,1,Married,House / apartment,-23868,0,0,0,0,none,-20.0,1,2.0
5710,F,225000.0,1,1,Married,House / apartment,-22964,0,0,0,0,none,-38.0,2,2.0
8793,F,225000.0,1,1,Married,House / apartment,-21955,0,0,1,0,none,-47.0,2,2.0
26367,F,225000.0,1,4,Civil marriage,House / apartment,-22084,0,0,0,0,none,-50.0,1,2.0
17016,F,225000.0,1,4,Civil marriage,House / apartment,-22084,0,0,0,0,none,-15.0,1,1.0
9632,F,225000.0,1,4,Married,House / apartment,-22523,0,0,1,0,none,-11.0,1,2.0
14505,F,225000.0,1,4,Married,House / apartment,-22471,0,0,0,0,none,-49.0,2,2.0
17859,F,225000.0,1,4,Married,House / apartment,-20989,0,0,0,0,none,-58.0,1,2.0
23994,F,225000.0,1,4,Married,House / apartment,-19949,0,0,0,0,none,-39.0,2,1.0
3398,F,225000.0,1,4,Married,Municipal apartment,-23758,0,0,0,0,none,-10.0,1,2.0
10681,F,225000.0,1,4,Married,Municipal apartment,-23758,0,0,0,0,none,-8.0,1,2.0
18910,F,225000.0,1,4,Married,Municipal apartment,-21664,0,0,1,0,none,-12.0,1,2.0
8857,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-12.0,1,2.0
19171,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-12.0,1,0.0
22576,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-7.0,1,2.0
18968,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-6.0,1,2.0
12438,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-5.0,1,2.0
19271,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,-4.0,1,2.0
22408,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,0.0,1,1.0
25164,F,225000.0,1,4,Single / not married,House / apartment,-22976,0,0,0,0,none,0.0,1,0.0
22568,F,225000.0,1,4,Single / not married,House / apartment,-21895,0,0,0,0,none,-7.0,2,1.0
18018,F,225000.0,1,4,Widow,House / apartment,-21918,0,0,0,1,none,-54.0,2,2.0
26431,F,225000.0,1,4,Widow,House / apartment,-21151,0,0,0,1,none,-60.0,1,1.0
20310,F,225000.0,2,1,Married,House / apartment,-19309,-2435,0,1,0,none,-15.0,1,2.0
5948,F,225000.0,2,1,Married,House / apartment,-19309,-2435,0,1,0,none,-5.0,1,2.0
23005,F,225000.0,2,1,Married,House / apartment,-18229,-1288,0,0,0,High skill tech staff,-25.0,1,2.0
20976,F,225000.0,2,1,Married,House / apartment,-11359,-1726,0,0,0,Core staff,-42.0,2,2.0
18865,F,225000.0,2,4,Married,House / apartment,-16127,-8497,0,1,0,none,-48.0,1,2.0
23545,F,225000.0,2,4,Married,House / apartment,-15329,-8510,0,0,0,Core staff,-56.0,0,2.0
20693,F,225000.0,2,4,Married,With parents,-10784,-3082,0,0,0,Laborers,-58.0,1,2.0
20074,F,225000.0,2,4,Married,With parents,-10784,-3082,0,0,0,Laborers,-49.0,1,2.0
13398,F,225000.0,2,4,Single / not married,House / apartment,-15899,-3993,0,0,0,none,-57.0,1,1.0
24741,F,225000.0,2,4,Single / not married,House / apartment,-15899,-3993,0,0,0,none,-16.0,1,1.0
17708,F,225000.0,4,1,Civil marriage,House / apartment,-14438,-2433,0,0,0,Managers,-25.0,1,2.0
6868,F,225000.0,4,1,Civil marriage,House / apartment,-13528,-980,1,1,0,Core staff,-24.0,1,2.0
19007,F,225000.0,4,1,Married,Co-op apartment,-15377,-341,0,0,0,Laborers,-22.0,1,1.0
8896,F,225000.0,4,1,Married,Co-op apartment,-15377,-341,0,0,0,Laborers,-18.0,1,1.0
22645,F,225000.0,4,1,Married,House / apartment,-20264,-2531,1,1,0,Accountants,-22.0,1,2.0
18224,F,225000.0,4,1,Married,House / apartment,-17402,-3153,0,1,0,Core staff,-52.0,2,1.0
20868,F,225000.0,4,1,Married,House / apartment,-16601,-2859,0,0,0,none,-41.0,2,2.0
15405,F,225000.0,4,1,Married,House / apartment,-16393,-2959,1,1,0,Accountants,-40.0,2,1.0
23530,F,225000.0,4,1,Married,House / apartment,-16202,-2939,1,1,0,Managers,-7.0,1,2.0
21496,F,225000.0,4,1,Married,House / apartment,-15318,-5490,0,0,0,Accountants,-10.0,1,1.0
6285,F,225000.0,4,1,Married,House / apartment,-14148,-1591,1,1,0,High skill tech staff,-17.0,2,2.0
22311,F,225000.0,4,1,Married,House / apartment,-13600,-5711,0,1,0,Core staff,-60.0,1,1.0
9418,F,225000.0,4,1,Married,House / apartment,-12322,-3717,0,0,0,Core staff,-36.0,2,0.0
25839,F,225000.0,4,1,Married,House / apartment,-12322,-3717,0,0,0,Core staff,-25.0,2,2.0
25438,F,225000.0,4,1,Married,House / apartment,-12322,-3717,0,0,0,Core staff,-12.0,2,1.0
9730,F,225000.0,4,1,Married,House / apartment,-10029,-2705,0,0,0,none,-18.0,1,1.0
8649,F,225000.0,4,1,Separated,House / apartment,-12904,-4297,0,1,0,Laborers,-27.0,0,0.0
14828,F,225000.0,4,1,Single / not married,House / apartment,-12195,-2592,0,1,0,Managers,-43.0,1,2.0
20527,F,225000.0,4,1,Single / not married,House / apartment,-12195,-2592,0,1,0,Managers,-7.0,1,0.0
25100,F,225000.0,4,1,Single / not married,House / apartment,-12195,-2592,0,1,0,Managers,-7.0,1,2.0
12435,F,225000.0,4,1,Widow,House / apartment,-21450,-13245,0,0,0,Core staff,-60.0,1,2.0
7853,F,225000.0,4,1,Widow,House / apartment,-20538,-5525,1,0,0,Sales staff,-48.0,1,2.0
19313,F,225000.0,4,1,Widow,House / apartment,-20538,-5525,1,0,0,Sales staff,-4.0,1,2.0
23808,F,225000.0,4,2,Married,House / apartment,-18868,-11954,0,1,0,Managers,-49.0,2,2.0
25807,F,225000.0,4,2,Married,House / apartment,-12262,-223,0,0,1,Managers,-44.0,1,2.0
7270,F,225000.0,4,2,Married,With parents,-15817,-7379,0,0,0,Accountants,-53.0,0,2.0
20166,F,225000.0,4,2,Married,With parents,-15817,-7379,0,0,0,Accountants,-43.0,0,2.0
25847,F,225000.0,4,2,Single / not married,House / apartment,-14030,-2075,0,0,0,none,-53.0,1,2.0
17454,F,225000.0,4,4,Civil marriage,House / apartment,-15443,-290,0,0,0,Sales staff,-20.0,2,2.0
6918,F,225000.0,4,4,Civil marriage,House / apartment,-15443,-290,0,0,0,Sales staff,-10.0,2,2.0
22545,F,225000.0,4,4,Civil marriage,House / apartment,-12564,-819,1,1,0,Private service staff,-26.0,2,1.0
13579,F,225000.0,4,4,Married,House / apartment,-20723,-5587,0,0,0,none,-19.0,1,2.0
23995,F,225000.0,4,4,Married,House / apartment,-17375,-3759,0,0,0,none,-40.0,1,2.0
21661,F,225000.0,4,4,Married,House / apartment,-17375,-3759,0,0,0,none,-7.0,1,0.0
12597,F,225000.0,4,4,Married,House / apartment,-16511,-3148,0,0,0,Laborers,-30.0,2,1.0
9877,F,225000.0,4,4,Married,House / apartment,-14667,-798,1,0,0,Managers,-50.0,1,2.0
12893,F,225000.0,4,4,Married,House / apartment,-14667,-798,1,0,0,Managers,-50.0,1,2.0
19777,F,225000.0,4,4,Married,House / apartment,-14357,-3120,1,1,0,Sales staff,-56.0,1,0.0
11822,F,225000.0,4,4,Married,Municipal apartment,-12155,-667,0,0,0,Laborers,-48.0,1,0.0
19076,F,225000.0,4,4,Married,Municipal apartment,-12155,-667,0,0,0,Laborers,-24.0,1,0.0
20910,F,225000.0,4,4,Married,Municipal apartment,-12155,-667,0,0,0,Laborers,-16.0,1,0.0
8893,F,225000.0,4,4,Separated,House / apartment,-17216,-1138,0,0,0,Laborers,-10.0,1,2.0
12642,F,225000.0,4,4,Single / not married,House / apartment,-17840,-1807,0,0,0,Core staff,-33.0,1,2.0
14943,F,225000.0,4,4,Single / not married,House / apartment,-17840,-1807,0,0,0,Core staff,-33.0,1,2.0
20952,F,225000.0,4,4,Single / not married,House / apartment,-17840,-1807,0,0,0,Core staff,-33.0,1,2.0
20252,F,225000.0,4,4,Widow,House / apartment,-20657,-5637,0,0,0,Accountants,-45.0,0,2.0
14464,F,225000.0,4,4,Widow,House / apartment,-20657,-5637,0,0,0,Accountants,-43.0,0,1.0
25756,F,225000.0,4,4,Widow,House / apartment,-20657,-5637,0,0,0,Accountants,-19.0,0,2.0
18548,F,225000.0,4,4,Widow,House / apartment,-17438,-142,0,0,0,Sales staff,-44.0,1,2.0
15514,F,225000.0,4,4,Widow,House / apartment,-12522,-613,1,0,0,Laborers,-16.0,1,1.0
22274,F,225000.0,4,4,Widow,House / apartment,-12522,-613,1,0,0,Laborers,-7.0,1,1.0
23010,F,229500.0,2,1,Married,House / apartment,-11187,-1769,0,0,0,none,-31.0,1,1.0
12755,F,229500.0,4,1,Married,House / apartment,-16641,-1192,0,0,0,Core staff,-37.0,1,0.0
24949,F,229500.0,4,1,Married,House / apartment,-16641,-1192,0,0,0,Core staff,-37.0,1,0.0
14689,F,234000.0,2,1,Civil marriage,House / apartment,-21967,-5215,0,0,1,Core staff,-58.0,0,2.0
15068,F,234000.0,4,4,Single / not married,House / apartment,-20693,-8036,0,0,0,Core staff,-45.0,1,2.0
20275,F,238500.0,1,4,Married,House / apartment,-23171,0,0,0,0,none,-33.0,1,2.0
24697,F,243000.0,1,4,Widow,House / apartment,-21704,0,0,0,0,none,-36.0,1,2.0
2694,F,247500.0,0,1,Married,House / apartment,-14371,-1325,0,0,1,Managers,-23.0,1,2.0
22182,F,247500.0,0,1,Married,House / apartment,-13556,-4296,0,1,0,Managers,-52.0,1,0.0
10794,F,247500.0,0,1,Widow,House / apartment,-23339,-1233,0,1,0,none,-51.0,1,2.0
13792,F,247500.0,0,1,Widow,House / apartment,-23339,-1233,0,1,0,none,-14.0,1,2.0
9258,F,247500.0,0,4,Civil marriage,House / apartment,-17862,-212,0,0,0,Laborers,-8.0,1,1.0
17298,F,247500.0,0,4,Civil marriage,House / apartment,-17862,-212,0,0,0,Laborers,0.0,1,1.0
1488,F,247500.0,0,4,Civil marriage,House / apartment,-16306,-4904,1,1,0,Laborers,-55.0,0,2.0
22540,F,247500.0,0,4,Civil marriage,House / apartment,-11380,-1540,0,0,1,Laborers,-11.0,1,0.0
5167,F,247500.0,0,4,Civil marriage,House / apartment,-11380,-1540,0,0,1,Laborers,-5.0,1,0.0
2829,F,247500.0,0,4,Married,House / apartment,-19366,-746,0,0,0,none,-57.0,1,2.0
22541,F,247500.0,0,4,Married,House / apartment,-19366,-746,0,0,0,none,-36.0,1,2.0
4626,F,247500.0,0,4,Married,House / apartment,-15932,-4490,0,0,0,High skill tech staff,-57.0,1,2.0
17208,F,247500.0,0,4,Married,House / apartment,-14667,-1422,0,0,0,Sales staff,-34.0,2,2.0
15670,F,247500.0,0,4,Married,House / apartment,-14667,-1422,0,0,0,Sales staff,-31.0,2,2.0
19249,F,247500.0,0,4,Married,House / apartment,-14667,-1422,0,0,0,Sales staff,-30.0,2,0.0
20979,F,247500.0,0,4,Married,House / apartment,-14667,-1422,0,0,0,Sales staff,-6.0,2,0.0
23544,F,247500.0,0,4,Married,House / apartment,-12309,-2788,0,1,0,Laborers,-27.0,1,2.0
11495,F,247500.0,1,4,Married,House / apartment,-23132,0,0,0,0,none,-40.0,1,2.0
19907,F,247500.0,1,4,Single / not married,House / apartment,-23280,0,0,0,0,none,-58.0,1,2.0
15285,F,247500.0,1,4,Single / not married,House / apartment,-23280,0,0,0,0,none,-9.0,1,2.0
8877,F,247500.0,2,1,Single / not married,House / apartment,-16918,-4174,1,0,0,Managers,-29.0,1,2.0
18301,F,247500.0,2,1,Single / not married,House / apartment,-16918,-4174,1,0,0,Managers,-10.0,1,2.0
26343,F,247500.0,4,1,Married,House / apartment,-19852,-200,0,1,0,Sales staff,-44.0,1,2.0
18678,F,247500.0,4,1,Married,House / apartment,-19852,-200,0,1,0,Sales staff,-9.0,1,1.0
21911,F,247500.0,4,1,Married,House / apartment,-19852,-200,0,1,0,Sales staff,-9.0,1,2.0
18009,F,247500.0,4,1,Married,House / apartment,-17698,-695,0,0,0,Sales staff,-56.0,1,2.0
24756,F,247500.0,4,1,Married,House / apartment,-17698,-695,0,0,0,Sales staff,-56.0,1,2.0
17273,F,247500.0,4,4,Civil marriage,House / apartment,-15174,-70,1,1,1,Sales staff,-11.0,2,2.0
15169,F,247500.0,4,4,Married,House / apartment,-18283,-1113,0,0,0,none,-20.0,2,2.0
17652,F,247500.0,4,4,Married,House / apartment,-18283,-1113,0,0,0,none,-8.0,2,2.0
19502,F,247500.0,4,4,Married,House / apartment,-16391,-1601,0,0,0,Security staff,-19.0,2,2.0
17116,F,247500.0,4,4,Married,House / apartment,-16391,-1601,0,0,0,Security staff,-8.0,2,2.0
8918,F,247500.0,4,4,Single / not married,House / apartment,-19046,-5618,0,0,0,Laborers,-24.0,2,1.0
16311,F,247500.0,4,4,Single / not married,House / apartment,-19046,-5618,0,0,0,Laborers,-6.0,2,2.0
25392,F,247500.0,4,4,Widow,House / apartment,-18040,-4813,0,0,0,none,-14.0,1,2.0
20832,F,252000.0,1,4,Civil marriage,House / apartment,-21100,0,0,0,0,none,-38.0,0,2.0
13759,F,252000.0,1,4,Widow,House / apartment,-22765,0,0,0,0,none,-13.0,0,2.0
21721,F,252000.0,1,4,Widow,House / apartment,-22765,0,0,0,0,none,-13.0,0,2.0
18869,F,252000.0,4,4,Married,House / apartment,-17562,-1261,0,0,0,Medicine staff,-20.0,2,1.0
15508,F,256500.0,0,1,Separated,House / apartment,-19604,-970,0,0,0,Managers,-36.0,1,2.0
4180,F,256500.0,0,4,Married,House / apartment,-13821,-1071,0,0,1,Core staff,-45.0,2,2.0
20110,F,256500.0,2,1,Married,House / apartment,-17594,-1315,0,1,0,Managers,-28.0,1,2.0
19303,F,261000.0,0,4,Separated,House / apartment,-19758,-1842,0,1,0,High skill tech staff,-6.0,1,2.0
15276,F,261000.0,0,4,Single / not married,House / apartment,-8477,-947,0,1,1,Laborers,-20.0,1,2.0
12405,F,261000.0,0,4,Single / not married,House / apartment,-8477,-947,0,1,1,Laborers,-8.0,1,2.0
22677,F,265500.0,1,4,Married,House / apartment,-20803,0,0,0,0,none,-45.0,0,2.0
23179,F,265500.0,4,4,Married,House / apartment,-14709,-931,0,0,0,Sales staff,-58.0,1,0.0
12122,F,265500.0,4,4,Married,House / apartment,-14709,-931,0,0,0,Sales staff,-1.0,1,1.0
24181,F,270000.0,0,0,Married,House / apartment,-12155,-979,0,0,0,Sales staff,-19.0,2,1.0
15305,F,270000.0,0,1,Married,House / apartment,-19960,-5679,0,0,0,Accountants,-44.0,2,0.0
18164,F,270000.0,0,1,Married,House / apartment,-19341,-7314,1,1,0,Managers,-49.0,1,0.0
5715,F,270000.0,0,1,Married,House / apartment,-14850,-232,0,0,1,Core staff,-8.0,1,2.0
15370,F,270000.0,0,1,Married,House / apartment,-13669,-428,0,1,0,Managers,-58.0,2,2.0
8312,F,270000.0,0,1,Single / not married,House / apartment,-14010,-3050,0,1,1,Private service staff,-18.0,1,0.0
26319,F,270000.0,0,4,Civil marriage,House / apartment,-16133,-582,0,0,0,Sales staff,-4.0,1,1.0
24205,F,270000.0,0,4,Civil marriage,House / apartment,-15381,-470,0,0,0,Laborers,-17.0,0,2.0
11729,F,270000.0,0,4,Married,House / apartment,-19798,-4581,0,1,0,none,-37.0,1,1.0
21362,F,270000.0,0,4,Married,House / apartment,-18458,-6014,0,1,0,Accountants,-29.0,2,2.0
26349,F,270000.0,0,4,Married,House / apartment,-16922,-1386,0,0,0,Realty agents,-8.0,1,2.0
15401,F,270000.0,0,4,Married,House / apartment,-14775,-498,0,0,0,Managers,-31.0,1,2.0
17267,F,270000.0,0,4,Married,House / apartment,-14775,-498,0,0,0,Managers,-31.0,1,2.0
13902,F,270000.0,0,4,Separated,House / apartment,-15027,-2257,0,1,0,Sales staff,-22.0,2,2.0
15984,F,270000.0,0,4,Separated,Municipal apartment,-16999,-1140,1,1,0,Sales staff,-14.0,0,2.0
9625,F,270000.0,0,4,Separated,Municipal apartment,-16999,-1140,1,1,0,Sales staff,-13.0,0,1.0
14296,F,270000.0,0,4,Separated,Municipal apartment,-16999,-1140,1,1,0,Sales staff,-11.0,0,2.0
19686,F,270000.0,0,4,Single / not married,House / apartment,-22829,-2558,0,0,0,High skill tech staff,-17.0,0,2.0
16751,F,270000.0,0,4,Single / not married,House / apartment,-21185,-2381,0,0,0,Accountants,-26.0,1,2.0
19633,F,270000.0,0,4,Single / not married,House / apartment,-21185,-2381,0,0,0,Accountants,-14.0,1,2.0
13077,F,270000.0,0,4,Single / not married,House / apartment,-16940,-1966,0,0,0,Cleaning staff,-8.0,1,2.0
20866,F,270000.0,1,4,Married,House / apartment,-24194,0,0,0,0,none,-6.0,2,1.0
26266,F,270000.0,1,4,Married,House / apartment,-24194,0,0,0,0,none,-6.0,2,1.0
26165,F,270000.0,1,4,Married,House / apartment,-23768,0,0,0,0,none,-19.0,2,2.0
17002,F,270000.0,1,4,Widow,House / apartment,-23310,0,0,0,0,none,-7.0,1,2.0
16004,F,270000.0,1,4,Widow,House / apartment,-20967,0,0,1,0,none,-44.0,1,2.0
12256,F,270000.0,2,1,Married,House / apartment,-11451,-2206,0,1,0,Accountants,-53.0,0,1.0
18779,F,270000.0,2,1,Married,House / apartment,-11451,-2206,0,1,0,Accountants,-26.0,0,1.0
4471,F,270000.0,2,4,Civil marriage,House / apartment,-12721,-5252,0,0,0,Medicine staff,-7.0,1,2.0
23511,F,270000.0,2,4,Married,House / apartment,-15445,-2750,0,0,0,Core staff,-32.0,0,2.0
21533,F,270000.0,2,4,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,-37.0,0,2.0
3687,F,270000.0,2,4,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,-18.0,0,2.0
22247,F,270000.0,2,4,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,-18.0,0,2.0
8917,F,270000.0,4,1,Married,House / apartment,-20643,-6456,0,0,1,Core staff,-47.0,2,2.0
21210,F,270000.0,4,1,Married,House / apartment,-20643,-6456,0,0,1,Core staff,-47.0,2,1.0
21577,F,270000.0,4,1,Married,House / apartment,-17573,-5792,1,1,0,Managers,-16.0,0,2.0
24708,F,270000.0,4,1,Married,House / apartment,-17341,-109,0,1,0,none,-20.0,1,2.0
21246,F,270000.0,4,1,Married,House / apartment,-13144,-682,1,1,0,none,-27.0,1,2.0
25531,F,270000.0,4,1,Married,House / apartment,-12333,-860,1,1,0,Accountants,-6.0,0,2.0
24534,F,270000.0,4,1,Married,House / apartment,-12291,-1053,0,0,0,none,-7.0,1,2.0
4164,F,270000.0,4,1,Single / not married,House / apartment,-23369,-3437,0,1,0,Managers,-20.0,1,2.0
6882,F,270000.0,4,1,Single / not married,House / apartment,-23369,-3437,0,1,0,Managers,-20.0,1,0.0
26428,F,270000.0,4,4,Civil marriage,House / apartment,-12745,-525,0,0,1,Core staff,-23.0,2,1.0
25874,F,270000.0,4,4,Married,House / apartment,-20066,-3988,1,1,0,Private service staff,-53.0,1,2.0
22637,F,270000.0,4,4,Married,House / apartment,-19982,-1724,0,1,0,none,-32.0,2,2.0
24017,F,270000.0,4,4,Married,House / apartment,-18307,-8794,1,1,0,Drivers,-14.0,0,2.0
13270,F,270000.0,4,4,Married,House / apartment,-18279,-1741,0,1,0,Sales staff,-3.0,1,1.0
19474,F,270000.0,4,4,Married,House / apartment,-18114,-10121,0,0,0,High skill tech staff,-11.0,1,1.0
16821,F,270000.0,4,4,Married,House / apartment,-17778,-1719,1,1,0,High skill tech staff,-14.0,0,2.0
23165,F,270000.0,4,4,Married,House / apartment,-14512,-4596,0,0,0,Laborers,-53.0,2,2.0
19879,F,270000.0,4,4,Married,House / apartment,-13095,-1652,0,0,0,High skill tech staff,-30.0,2,1.0
24940,F,270000.0,4,4,Married,House / apartment,-12927,-2078,1,1,1,Managers,-50.0,1,1.0
12287,F,270000.0,4,4,Married,Municipal apartment,-21088,-8855,0,0,0,Laborers,-55.0,1,2.0
15030,F,270000.0,4,4,Married,Municipal apartment,-15450,-770,0,0,1,Security staff,-50.0,1,2.0
22378,F,270000.0,4,4,Married,Municipal apartment,-15450,-770,0,0,1,Security staff,-50.0,1,2.0
20875,F,270000.0,4,4,Married,With parents,-13258,-2300,0,0,0,Managers,-30.0,1,2.0
20732,F,270000.0,4,4,Separated,House / apartment,-18340,-2052,0,0,1,Laborers,-33.0,1,2.0
16138,F,270000.0,4,4,Single / not married,House / apartment,-16458,-9581,0,0,0,Laborers,-44.0,1,2.0
12512,F,270000.0,4,4,Single / not married,House / apartment,-12922,-923,0,0,0,Core staff,-53.0,1,2.0
2183,F,270000.0,4,4,Single / not married,House / apartment,-11734,-2164,0,1,1,High skill tech staff,-25.0,0,2.0
12427,F,274500.0,4,1,Civil marriage,House / apartment,-19808,-390,1,0,0,none,-60.0,1,0.0
12694,F,279000.0,4,1,Civil marriage,House / apartment,-16187,-3731,1,1,0,Managers,-33.0,2,2.0
17818,F,288000.0,4,4,Married,House / apartment,-19863,-4451,0,0,0,none,-43.0,1,1.0
21455,F,288000.0,4,4,Married,House / apartment,-19863,-4451,0,0,0,none,-43.0,1,1.0
23777,F,292500.0,0,1,Civil marriage,House / apartment,-14522,-1552,0,0,0,Laborers,-39.0,1,2.0
9575,F,292500.0,0,1,Married,House / apartment,-18942,-4854,1,0,0,Sales staff,-26.0,1,2.0
13595,F,292500.0,0,1,Married,House / apartment,-18942,-4854,1,0,0,Sales staff,-14.0,1,0.0
19229,F,292500.0,0,1,Married,House / apartment,-18409,-3482,0,0,0,Sales staff,-53.0,2,2.0
11640,F,292500.0,0,1,Married,House / apartment,-13958,-3021,0,0,0,Sales staff,-40.0,2,0.0
22985,F,292500.0,0,4,Civil marriage,House / apartment,-18698,-10758,0,0,0,Laborers,-35.0,0,1.0
25828,F,292500.0,0,4,Civil marriage,House / apartment,-18698,-10758,0,0,0,Laborers,-29.0,0,2.0
12879,F,292500.0,0,4,Married,House / apartment,-19939,-6298,1,0,0,Managers,-16.0,1,2.0
24523,F,292500.0,0,4,Married,House / apartment,-19939,-6298,1,0,0,Managers,-11.0,1,2.0
20208,F,292500.0,0,4,Married,House / apartment,-15375,-3200,0,0,1,Laborers,-48.0,2,1.0
12100,F,292500.0,0,4,Single / not married,House / apartment,-13387,-1991,0,0,0,Realty agents,-11.0,2,2.0
17154,F,292500.0,1,4,Civil marriage,House / apartment,-21582,0,0,0,0,none,-16.0,1,1.0
13558,F,292500.0,1,4,Married,House / apartment,-21079,0,0,0,0,none,-4.0,1,0.0
17524,F,292500.0,1,4,Married,House / apartment,-21076,0,0,0,0,none,-28.0,1,2.0
22672,F,292500.0,1,4,Married,House / apartment,-21076,0,0,0,0,none,-28.0,1,2.0
13898,F,292500.0,2,4,Married,House / apartment,-20953,-8684,1,1,0,Accountants,-21.0,0,2.0
15700,F,292500.0,2,4,Married,House / apartment,-14434,-3680,0,1,0,Secretaries,-25.0,0,0.0
20248,F,292500.0,4,1,Civil marriage,House / apartment,-12554,-5326,0,0,1,Managers,-11.0,1,1.0
16958,F,292500.0,4,1,Married,House / apartment,-18764,-9258,0,0,0,High skill tech staff,-26.0,1,2.0
18019,F,292500.0,4,1,Married,House / apartment,-13577,-1266,0,1,0,Accountants,-10.0,1,1.0
25679,F,292500.0,4,1,Single / not married,House / apartment,-15303,-108,0,0,0,none,-39.0,1,1.0
18646,F,292500.0,4,2,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,-24.0,0,2.0
18924,F,292500.0,4,2,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,-24.0,0,2.0
19590,F,292500.0,4,2,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,-24.0,0,2.0
24626,F,292500.0,4,2,Married,House / apartment,-12454,-4030,1,1,0,Sales staff,-21.0,0,1.0
